Year,Ranking,Song,Album,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5,Artist 6,Kevin,Approx Genre
2019,20,Keanu Reeves,Keanu Reeves,Logic,,,,,,320,Rap
2019,21,10 Bands,If You're Reading This It's Too Late,Drake,,,,,,321,Rap
2019,22,Photograph,x (Deluxe Edition),Ed Sheeran,,,,,,322,Pop
2019,23,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",Kali Uchis,,,,,323,Rap
2019,24,Look After You,How To Save A Life,The Fray,,,,,,324,Alternative
2019,25,All The Stars (with SZA),Black Panther The Album Music From and Inspired By,Kendrick Lamar,SZA,,,,,325,Rap
2019,26,SICKO MODE,ASTROWORLD,Travis Scott,,,,,,326,Rap
2019,27,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,,,,,,327,Pop
2019,28,You Found Me,The Fray,The Fray,,,,,,328,Alternative
2019,29,Even If,Lifer,MercyMe,,,,,,329,Worship
2019,30,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,330,Alternative
2019,31,Cowboy,City of Ommz,Omar LinX,,,,,,331,Rap
2019,32,Switch Lanes,Hotel California (Deluxe Version),Tyga,The Game,,,,,332,Rap
2019,33,Headlines,Take Care (Deluxe),Drake,,,,,,333,Rap
2019,34,No Sleep (feat. Bonn),No Sleep (feat. Bonn),Martin Garrix,Bonn,,,,,334,Pop
2019,35,Hold On,Jonas Brothers,Jonas Brothers,,,,,,335,Pop
2019,36,XO TOUR Llif3,Luv is Rage 2,Lil Uzi Vert,,,,,,336,Rap
2019,37,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,Rick Ross,,,,,337,Rap
2019,38,Realize,Coco,Colbie Caillat,,,,,,338,Pop
2019,39,Maker of the Heavens,Heaven,Mosaic MSC,,,,,,339,Worship
2019,40,Get Her Tho (feat. Tyga),Get Her Tho (feat. Tyga) - Single,D-Lo,Tyga,,,,,340,Rap
2019,41,Closer,For The Sake of the World,Bethel Music,Steffany Gretzinger,,,,,341,Worship
2019,42,Teardrops On My Guitar - Radio Single Remix,Taylor Swift (Big Machine Radio Release Special),Taylor Swift,,,,,,342,Pop
2019,43,Paris,Paris,The Chainsmokers,,,,,,343,Pop
2019,44,We Own It (Fast & Furious),Fast & Furious 6,2 Chainz,Wiz Khalifa,,,,,344,Rap
2019,45,This Is The Day,Response,Phil Wickham,,,,,,345,Worship
2019,46,Mess,Tha Carter V,Lil Wayne,,,,,,346,Rap
2019,47,Yes I Will,Bright Faith Bold Future,Vertical Worship,,,,,,347,Worship
2019,48,Make It Rain,"Me, Myself & I",Fat Joe,Lil Wayne,,,,,348,Rap
2019,49,Evergreens,Future Memoirs,Allan Kingdom,,,,,,349,Rap
2019,50,Let It Fly (feat. Travis Scott),Tha Carter V,Lil Wayne,Travis Scott,,,,,350,Rap
2019,51,Nocturnal Rainbows,Raw,Hopsin,,,,,,351,Rap
2019,52,Going Bad (feat. Drake),Championships,Meek Mill,Drake,,,,,352,Rap
2019,53,Lights Down Low,Lights Down Low (Main Version),Maejor,Waka Flocka Flame,,,,,353,Rap
2019,54,Famous (feat. Reginae Carter),Tha Carter V,Lil Wayne,Reginae Carter,,,,,354,Rap
2019,55,Overwhelmed,Love Come To Life: The Redeemed Version,Big Daddy Weave,,,,,,355,Worship
2019,56,Ill Mind of Hopsin 5,Ill Mind of Hopsin 5 - Single,Hopsin,,,,,,356,Rap
2019,57,Breathe,Everything is Changing,Jonny Diaz,,,,,,357,Alternative
2019,58,Believe Me,Believe Me,Lil Wayne,Drake,,,,,358,Rap
2019,59,Burn (feat. Big Sean),Burn (feat. Big Sean),Meek Mill,Big Sean,,,,,359,Rap
2019,60,Where Will I Go,Raw,Hopsin,,,,,,360,Rap
2019,61,Gibberish (feat. Hoodie Allen),Hell's Kitchen Angel,MAX,Hoodie Allen,,,,,361,Pop
2019,62,The Man Who Can't Be Moved,The Script,The Script,,,,,,362,Alternative
2019,63,Bang Bang,Bang Bang,Lawrence Taylor,,,,,,363,Alternative
2019,64,2 Soon,Not Thinking Bout 2morrow,Jon Young,,,,,,364,Pop
2019,65,Perplexing Pegasus - From SREMM,SR3MM,Rae Sremmurd,Swae Lee,Slim Jxmmi,,,,365,Pop
2019,66,Growing Pains,Growing Pains,Alessia Cara,,,,,,366,Pop
2019,67,Panda,Panda,Desiigner,,,,,,367,Rap
2019,68,Shark In The Water,Travelling Like The Light,V V Brown,,,,,,368,Pop
2019,69,Think It Over,Expectations,Wild Child,,,,,,369,Alternative
2019,70,She Will,Tha Carter IV (Deluxe),Lil Wayne,,,,,,370,Rap
2019,71,First Time,Who We Are (All Partners Version),Lifehouse,,,,,,371,Alternative
2019,72,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",Trap Lord,A$AP Ferg,A$AP Rocky,French Montana,Trinidad James,ScHoolboy Q,,372,Rap
2019,73,Hands On The Wheel,Hands On The Wheel,ScHoolboy Q,A$AP Rocky,,,,,373,Rap
2019,74,Hills and Valleys (The Valleys Version),Hills and Valleys (Deluxe Edition),Tauren Wells,,,,,,374,Worship
2019,75,Right Above It,I Am Not A Human Being,Lil Wayne,Drake,,,,,375,Rap
2019,76,Bigg Dogg - Chicago,Bigg Dogg - Chicago,Chris (Gotti) Lorenzo,Mr. Whole Thang,Leoski,Rico Recklezz,P-Mac,,376,Rap
2019,77,Quarter Past Midnight,Quarter Past Midnight,Bastille,,,,,,377,Alternative
2019,78,All About Us,My Forever,He Is We,Owl City,,,,,378,Love
2019,79,Gonorrhea,I Am Not A Human Being,Lil Wayne,Drake,,,,,379,Rap
2019,80,Found,I'll Be the Branches,Chris Renzema,,,,,,380,Worship
2019,81,Lead Me To The Cross,All Of The Above,Hillsong UNITED,Brooke Ligertwood,,,,,381,Worship
2019,82,Rambo,T R A P S O U L,Bryson Tiller,,,,,,382,Rap
2019,83,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,383,Worship
2019,84,Where Is The Love?,Elephunk,Black Eyed Peas,,,,,,384,Pop
2019,85,All These Things That I've Done,Hot Fuss,The Killers,,,,,,385,Alternative
2019,86,Buried In Detroit,"At Night, Alone.",Mike Posner,,,,,,386,Alternative
2019,87,God's Plan,Scorpion,Drake,,,,,,387,Rap
2019,88,Who Do You Love?,My Krazy Life,YG,Drake,,,,,388,Rap
2019,89,I Met You In The Summer,Faster Car,Loving Caliber,Mia Pfirrman,,,,,389,Pop
2019,90,No Limit,No Limit,G-Eazy,A$AP Rocky,Cardi B,,,,390,Rap
2019,91,IV. Sweatpants,Because the Internet,Childish Gambino,,,,,,391,Rap
2019,92,Haven't Seen It Yet,Haven't Seen It Yet,Danny Gokey,,,,,,392,Worship
2019,93,Everywhere,The Spirit Room,Michelle Branch,,,,,,393,Pop
2019,94,Without You,Without You,John Newman,Nina Nesbitt,,,,,394,Pop
2019,95,Build My Life,Housefires III,Housefires,,,,,,395,Worship
2019,96,Open Safe,Tha Carter V,Lil Wayne,,,,,,396,Rap
2019,97,Mr. Brightside,Hot Fuss,The Killers,,,,,,397,Alternative
2019,98,Dear God,Dear God,Hunter Hayes,,,,,,398,Country
2019,99,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,21 Savage,,,,,399,Rap
2019,100,Over,Thank Me Later,Drake,,,,,,400,Rap
2020,1,I Will Come To You,Middle Of Nowhere,Hanson,,,,,,401,Pop
2020,2,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,Justin Bieber,,,,,402,Pop
2020,3,Life's A Mess (feat. Halsey),Legends Never Die,Juice WRLD,Halsey,,,,,403,Rap
2020,4,L'amour Toujours (Small Mix),L'amour Toujour,Gigi D'Agostino,,,,,,404,Pop
2020,5,7 Summers,7 Summers,Morgan Wallen,,,,,,405,Country
2020,6,Maker of the Heavens,Heaven,Mosaic MSC,,,,,,406,Worship
2020,7,Say (All I Need),Dreaming Out Loud,OneRepublic,,,,,,407,Alternative
2020,8,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,,,,,,408,Love
2020,9,Weird,Middle Of Nowhere,Hanson,,,,,,409,Pop
2020,10,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,Halsey,,,,,410,Pop
2020,11,Famous For (I Believe),Citizen of Heaven,Tauren Wells,Jenn Johnson,,,,,411,Worship
2020,12,I Want To Love You,Lenachka,Lenachka,,,,,,412,Love
2020,13,Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,,,,,,413,Country
2020,14,Ransom,We Love You Tecca,Lil Tecca,,,,,,414,Rap
2020,15,All for Me,All For Me,Swif7,,,,,,415,EDM
2020,16,Set Fire to the Rain,21,Adele,,,,,,416,Love
2020,17,Just Want You - Live,Awe + Wonder (Live),The Belonging Co,Sarah Reeves,,,,,417,Worship
2020,18,Fierce - Studio Version,Fierce (Studio Version),Jesus Culture,Chris Quilala,,,,,418,Worship
2020,19,I Hope You're Happy Now,Carly Pearce,Carly Pearce,Lee Brice,,,,,419,Country
2020,20,More Than My Hometown,More Than My Hometown,Morgan Wallen,,,,,,420,Country
2020,21,Set Fire to the Rain (Adele Cover),Obscure: La Deuxième,SYCARMOUR,,,,,,421,Love
2020,22,LA CANCIÓN,OASIS,J Balvin,Bad Bunny,,,,,422,Pop
2020,23,Don't Start Now,Don't Start Now,Dua Lipa,,,,,,423,Pop
2020,24,Secrets,Waking Up,OneRepublic,,,,,,424,Alternative
2020,25,Sit Next To Me,Sacred Hearts Club,Foster The People,,,,,,425,Pop
2020,26,I Don't Know About You,Laps Around The Sun,Chris Lane,,,,,,426,Country
2020,27,Gracious Tempest - Live,We Are Young & Free (Live),Hillsong Young & Free,,,,,,427,Worship
2020,28,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,428,Alternative
2020,29,Sweet but Psycho,Heaven & Hell,Ava Max,,,,,,429,Pop
2020,30,Lovebug,A Little Bit Longer,Jonas Brothers,,,,,,430,Pop
2020,31,Without Me,Without Me,Halsey,,,,,,431,Pop
2020,32,Robbery,Death Race for Love,Juice WRLD,,,,,,432,Rap
2020,33,Phases,Phases,PRETTYMUCH,,,,,,433,Pop
2020,34,La La Land,Carnival,Bryce Vine,,,,,,434,Rap
2020,35,Without Me,Covers,Alec Chambers,,,,,,435,Love
2020,36,Photograph,x (Deluxe Edition),Ed Sheeran,,,,,,436,Pop
2020,37,I Believe I Can Fly,R.,R. Kelly,,,,,,437,Rap
2020,38,Your Love Never Fails,Revelation Songs,Jesus Culture,,,,,,438,Worship
2020,39,Waving Through A Window,Dear Evan Hansen (Original Broadcast Cast Recording),Ben Platt,Original Broadway Cast of Dear Evan Hansen,,,,,439,Pop
2020,40,Marvin Gaye (feat. Meghan Trainor),Some Type of Love,Charlie Puth,Meghan Trainor,,,,,440,Alternative
2020,41,death bed (coffee for your head),death bed (coffee for your head),Powfu,beabadoobee,,,,,441,Pop
2020,42,People Are Crazy,Little Bit of Everything,Billy Currington,,,,,,442,Country
2020,43,More Beautiful You,More Beautiful You,Jonny Diaz,,,,,,443,Alternative
2020,44,Today Was A Fairytale - US Version,Today Was A Fairytale,Taylor Swift,,,,,,444,Pop
2020,45,You Are The Music In Me,High School Musical 2 (Original Soundtrack),Troy,Gabriella,Disney,,,,445,Love
2020,46,Grace Alone,Grace Alone - EP,The Modern Post,,,,,,446,Worship
2020,47,Different,Difference,Micah Tyler,,,,,,447,Worship
2020,48,So Will I (100 Billion X),Wonder,Hillsong UNITED,Benjamin William Hastings,,,,,448,Worship
2020,49,Way Maker - Live,Better Word (Live),Leeland,,,,,,449,Worship
2020,50,Closer,For The Sake of the World,Bethel Music,Steffany Gretzinger,,,,,450,Worship
2020,51,The Butterfly Effect,"love, pain, & retrospect",Before You Exit,,,,,,451,Pop
2020,52,Even If,Lifer,MercyMe,,,,,,452,Worship
2020,53,Postcard From Paris,The Band Perry,The Band Perry,,,,,,453,Country
2020,54,I Don't Want to Be,Chariot - Stripped,Gavin DeGraw,,,,,,454,Alternative
2020,55,Without You,Without You,John Newman,Nina Nesbitt,,,,,455,Pop
2020,56,Some People Do,Old Dominion,Old Dominion,,,,,,456,Country
2020,57,Might Not Give Up (feat. Young Thug),Artist 2.0,A Boogie Wit da Hoodie,Young Thug,,,,,457,Rap
2020,58,Overwhelmed,Love Come To Life: The Redeemed Version,Big Daddy Weave,,,,,,458,Worship
2020,59,Everyday,High School Musical 2 (Original Soundtrack),Troy,Gabriella,Disney,,,,459,Love
2020,60,All The Stars (with SZA),Black Panther The Album Music From and Inspired By,Kendrick Lamar,SZA,,,,,460,Rap
2020,61,Out of Touch,The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,,,,,,461,Rock
2020,62,You Get The Glory,The Unknown,Jonathan Traylor,,,,,,462,Worship
2020,63,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),Hailee Steinfeld,,,,,,463,Love
2020,64,When It Rains It Pours,The One's for You,Luke Combs,,,,,,464,Country
2020,65,"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,,,,,,465,Love
2020,66,Never Say Never,The Fray,The Fray,,,,,,466,Alternative
2020,67,Worn,The Struggle,Tenth Avenue North,,,,,,467,Worship
2020,68,Meant To Be,NOW That's What I Call Country Vol. 11,Bebe Rexha,Florida Georgia Line,,,,,468,Pop
2020,69,Paris,Paris,The Chainsmokers,,,,,,469,Pop
2020,70,Sh-Boom,"Doo Wop Classics, Vol. 6",The Chords,,,,,,470,Love
2020,71,Hypnotized,Hypnotized,The Giving Moon,,,,,,471,Alternative
2020,72,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,472,Worship
2020,73,Butterfly Effect,"Love, Heartbreak, & Everything In Between",Tenielle Arts,,,,,,473,Country
2020,74,1201 (feat. Deno Taylor),1201,Swilson,Deno Taylor,,,,,474,Pop
2020,75,All About Us,My Forever,He Is We,Owl City,,,,,475,Love
2020,76,"1,2 Many",What You See Is What You Get,Luke Combs,Brooks & Dunn,,,,,476,Country
2020,77,Way It Goes,Landmark,Hippo Campus,,,,,,477,Alternative
2020,78,Syndicate,The Fray,The Fray,,,,,,478,Alternative
2020,79,Get the Gat,Get the Gat,Lil Elt,,,,,,479,Rap
2020,80,Mood (feat. iann dior),El Dorado,24kGoldn,iann dior,,,,,480,Pop
2020,81,Broken Vessels (Amazing Grace) - Live,No Other Name (Deluxe Edition/Live),Hillsong Worship,TAYA,,,,,481,Worship
2020,82,When We Were Young,25,Adele,,,,,,482,Love
2020,83,I Met You In The Summer,Faster Car,Loving Caliber,Mia Pfirrman,,,,,483,Pop
2020,84,Into You,Dangerous Woman,Ariana Grande,,,,,,484,Pop
2020,85,Lead Me To The Cross,All Of The Above,Hillsong UNITED,Brooke Ligertwood,,,,,485,Worship
2020,86,Water Under the Bridge,25,Adele,,,,,,486,Love
2020,87,Better,Suncity,Khalid,,,,,,487,Pop
2020,88,Lips Of An Angel,Extreme Behavior,Hinder,,,,,,488,Rock
2020,89,Forever,Forever,Chris Brown,,,,,,489,Pop
2020,90,A Thousand More,A Thousand More,Thrive Worship,,,,,,490,Worship
2020,91,Follow Through,Chariot - Stripped,Gavin DeGraw,,,,,,491,Alternative
2020,92,You Found Me,The Fray,The Fray,,,,,,492,Alternative
2020,93,Unbelievable,Instigator,Kaci Brown,,,,,,493,Pop
2020,94,Titanium,"The Covers, Vol. 2",Madilyn Bailey,,,,,,494,Love
2020,95,Just A Dream,5..0,Nelly,,,,,,495,Pop
2020,96,"10,000 Hours (with Justin Bieber) - Piano","10,000 Hours (with Justin Bieber) [Piano]",Dan + Shay,Justin Bieber,,,,,496,Pop
2020,97,Rush,Into The Rush,Aly & AJ,,,,,,497,Pop
2020,98,Until The Whole World Hears,Voice of Truth: The Ultimate Collection,Casting Crowns,,,,,,498,Pop
2020,99,Only Just A Call Away,Everybody Wants,The Struts,,,,,,499,Pop
2020,100,Another In The Fire - Live,People (Live),Hillsong UNITED,,,,,,500,Worship
2021,1,What Could've Been,Canyons,Gone West,,,,,,501,Country
2021,2,I Can't (feat. Old Dominion),Supernova (Deluxe),Caitlyn Smith,Old Dominion,,,,,502,Alternative
2021,3,May We All,Dig Your Roots,Florida Georgia Line,Tim McGraw,,,,,503,Country
2021,4,7 Summers,7 Summers,Morgan Wallen,,,,,,504,Country
2021,5,Yeah Boy,The First Time,Kelsea Ballerini,,,,,,505,Pop
2021,6,Met You,Reckless,Morgan Wade,,,,,,506,Country
2021,7,Blessed,Blessed,Lewis Brice,,,,,,507,Country
2021,8,Slow Down,Canyons,Gone West,,,,,,508,Country
2021,9,A ROCK,A ROCK,HARDY,,,,,,509,Country
2021,10,Wilder Days,Reckless,Morgan Wade,,,,,,510,Country
2021,11,This Bar,Dangerous: The Double Album,Morgan Wallen,,,,,,511,Country
2021,12,One Of Them Girls,Hey World,Lee Brice,,,,,,512,Country
2021,13,Where Were You (When The World Stopped Turning),Drive,Alan Jackson,,,,,,513,Country
2021,14,Realize,Coco,Colbie Caillat,,,,,,514,Pop
2021,15,R&R,Canyons,Gone West,,,,,,515,Country
2021,16,This Side Of A Dust Cloud - Bonus,Dangerous: The Double Album,Morgan Wallen,,,,,,516,Country
2021,17,half of my hometown (feat. Kenny Chesney),half of my hometown,Kelsea Ballerini,Kenny Chesney,,,,,517,Pop
2021,18,Twang,Twang,Mason Ramsey,,,,,,518,Country
2021,19,When To Say Goodbye,Canyons,Gone West,,,,,,519,Country
2021,20,ONE BEER (feat. Lauren Alaina & Devin Dawson),HIXTAPE: Vol. 1,HARDY,Lauren Alaina,Devin Dawson,,,,520,Country
2021,21,Still Goin Down,Still Goin Down,Morgan Wallen,,,,,,521,Country
2021,22,Tequila,Dan + Shay,Dan + Shay,,,,,,522,Pop
2021,23,Gone West,Canyons,Gone West,,,,,,523,Country
2021,24,"Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home, Country Roads",John Denver,,,,,,524,Country
2021,25,More Than My Hometown,More Than My Hometown,Morgan Wallen,,,,,,525,Country
2021,26,City Boys Nightmare (feat. Nate Kenyon),Rise and Shine,The Lacs,Nate Kenyon,,,,,526,Country
2021,27,Strawberry Wine,The Deana Carter Collection,Deana Carter,,,,,,527,Country
2021,28,Homesick,Experiment Extended,Kane Brown,,,,,,528,Country
2021,29,Talkin' Bout You,Canyons,Gone West,,,,,,529,Country
2021,30,"Rednecks, Red Letters, Red Dirt",Dangerous: The Double Album,Morgan Wallen,,,,,,530,Country
2021,31,I Want To Love You,Lenachka,Lenachka,,,,,,531,Love
2021,32,Heaven,Kane Brown (Deluxe Edition),Kane Brown,,,,,,532,Country
2021,33,The Good Ones,Goldmine,Gabby Barrett,,,,,,533,Country
2021,34,Whatcha Think Of Country Now,Dangerous: The Double Album,Morgan Wallen,,,,,,534,Country
2021,35,L'amour Toujours (Small Mix),L'Amour Toujour,Gigi D'Agostino,,,,,,535,Pop
2021,36,Maker of the Heavens,Maker of the Heavens,Mosaic MSC,,,,,,536,Worship
2021,37,Drinkin' Problem,On The Rocks,Midland,,,,,,537,Country
2021,38,Photograph,x (Deluxe Edition),Ed Sheeran,,,,,,538,Pop
2021,39,Knew You,Canyons,Gone West,,,,,,539,Country
2021,40,Does To Me (feat. Eric Church),What You See Is What You Get,Luke Combs,Eric Church,,,,,540,Country
2021,41,REDNECKER,THIS OLE BOY,HARDY,,,,,,541,Country
2021,42,Livin' The Dream,Livin' The Dream,Morgan Wallen,,,,,,542,Country
2021,43,Tides,Canyons,Gone West,,,,,,543,Country
2021,44,Road Less Traveled,Road Less Traveled,Lauren Alaina,,,,,,544,Country
2021,45,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,,,,,,545,Love
2021,46,Done,Real Friends,Chris Janson,,,,,,546,Country
2021,47,Confetti,Canyons,Gone West,,,,,,547,Country
2021,48,Tequila,Dan + Shay (Acoustic),Dan + Shay,,,,,,548,Pop
2021,49,Blame It On Me,Dangerous: The Double Album,Morgan Wallen,,,,,,549,Country
2021,50,The Things We Do For Love,Deceptive Bends,10cc,,,,,,550,Love
2021,51,Another,Another,Adam Doleac,,,,,,551,Country
2021,52,"Take Me Home, Country Roads","Poems, Prayers and Promises",John Denver,,,,,,552,Country
2021,53,Somethin' Country,Dangerous: The Double Album,Morgan Wallen,,,,,,553,Country
2021,54,Unbelievable,Instigator,Kaci Brown,,,,,,554,Pop
2021,55,Phases,Phases,PRETTYMUCH,,,,,,555,Pop
2021,56,Butterfly Effect,"Love, Heartbreak, & Everything In Between",Tenielle Arts,,,,,,556,Country
2021,57,The Way I Talk,If I Know Me,Morgan Wallen,,,,,,557,Country
2021,58,There's Only One Conor McGregor,There's Only One Conor McGregor,Mick Konstantin,,,,,,558,Alternative
2021,59,I Hope You're Happy Now,Carly Pearce,Carly Pearce,Lee Brice,,,,,559,Country
2021,60,H.O.L.Y.,Dig Your Roots,Florida Georgia Line,,,,,,560,Country
2021,61,"No Place Like Hometown (HARDY feat. Keith Urban, Hillary Lindsey)",HIXTAPE: Vol. 1,HIXTAPE,HARDY,Keith Urban,Hillary Lindsey,,,561,Country
2021,62,Home Is Where The Heartbreak Is,Canyons,Gone West,,,,,,562,Country
2021,63,Out Of Sight,On The Rocks,Midland,,,,,,563,Country
2021,64,When It Rains It Pours,This One's for You,Luke Combs,,,,,,564,Country
2021,65,Tiny Dancer,Madman Across The,Elton John,,,,,,565,Rock
2021,66,Gamblin' Town,Canyons,Gone West,,,,,,566,Country
2021,67,Georgia Time,Georgia Time,Riley Green,,,,,,567,Country
2021,68,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,,,,,,568,Country
2021,69,Tomorrow,Neon,Chris Young,,,,,,569,Country
2021,70,Mercy,Brett Young,Brett Young,,,,,,570,Country
2021,71,Cover Me Up,Dangerous: The Double Album,Morgan Wallen,,,,,,571,Country
2021,72,One Number Away,This One's for You,Luke Combs,,,,,,572,Country
2021,73,Playboys,Let It Roll,Midland,,,,,,573,Country
2021,74,Rumor,Lee Brice,Lee Brice,,,,,,574,Country
2021,75,Whiskey Glasses,If I Know Me,Morgan Wallen,,,,,,575,Country
2021,76,LA CANCIÓN,OASIS,J Balvin,Bad Bunny,,,,,576,Pop
2021,77,Only Just A Call Away,Everybody Wants,The Struts,,,,,,577,Pop
2021,78,It Must Be Love,34 Number Ones,Alan Jackson,,,,,,578,Country
2021,79,865,Dangerous: The Double Album,Morgan Wallen,,,,,,579,Country
2021,80,Animal,Habits,Neon Trees,,,,,,580,Pop
2021,81,Parked out by the Lake,Parked out by the Lake,Dean Summerwind,,,,,,581,Country
2021,82,UNAPOLOGETICCALY COUNTRY AS HELL,A ROCK,HARDY,,,,,,582,Country
2021,83,Country A$$ Shit,Dangerous: The Double Album,Morgan Wallen,,,,,,583,Country
2021,84,Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,,,,,,584,Love
2021,85,Bloom,Feelgood TV,Sylvain Lux,,,,,,585,Alternative
2021,86,Step Back,Step Back EP,Asher Knight,,,,,,586,Pop
2021,87,Wasted On You,Dangerous: The Double Album,Morgan Wallen,,,,,,587,Country
2021,88,Drift Away,No Stranger to Shame,Uncle Kracker,,,,,,588,Rock
2021,89,Hypnotized,Hypnotized,The Giving Moon,,,,,,589,Alternative
2021,90,I Will Come To You,Middle Of Nowhere,Hanson,,,,,,590,Pop
2021,91,Me On Whiskey,Dangerous: The Double Album,Morgan Wallen,,,,,,591,Country
2021,92,This Time,Canyons,Gone West,,,,,,592,Country
2021,93,Perfect,÷ (Deluxe),Ed Sheeran,,,,,,593,Pop
2021,94,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,594,Worship
2021,95,Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,,,,,,595,Country
2021,96,All In,Smoke & Mirrows (Deluxe),Lifehouse,,,,,,596,Alternative
2021,97,People Are Crazy,Little Bit of Everything,Billy Currington,,,,,,597,Country
2021,98,Cheatin' Songs,Let It Roll,Midland,,,,,,598,Country
2021,99,Somebody's Problem,Dangerous: The Double Album,Morgan Wallen,,,,,,599,Country
2021,100,Every Other Memory,Every Other Memory,Ryan Hurd,,,,,,600,Country
2022,1,What Could've Been,Canyons,Gone West,,,,,,601,Country
2022,2,Narcissist,Narcissist,Avery Anna,,,,,,602,Pop
2022,3,Push & Pull,Push & Pull,Georgia Webster,,,,,,603,Pop
2022,4,I Love You More,I Love You More,Avery Anna,,,,,,604,Pop
2022,5,What If I Never Get Over You,Ocean,Lady A,,,,,,605,Country
2022,6,I Can't (feat. Old Dominion),Supernova (Deluxe),Caitlyn Smith,Old Dominion,,,,,606,Alternative
2022,7,I Hate This,"Love, Heartbreak, & Everything In Between",Tenielle Arts,,,,,,607,Country
2022,8,John Mayer Songs,Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,608,Pop
2022,9,Forget You (feat. Avery Anna),For You,Parmalee,Avery Anna,,,,,609,Alternative
2022,10,Worth A Shot (feat. Dierks Bentley),Worth A Shot (feat. Dierks Bentley),Elle King,Dierks Bentley,,,,,610,Country
2022,11,back in the saddle,back in the saddle,Ashley Cooke,,,,,,611,Country
2022,12,Tell Your Mom,First Goodbye,Georgia Webster,,,,,,612,Pop
2022,13,Critic,Critic,Avery Anna,,,,,,613,Pop
2022,14,Gone West,Canyons,Gone West,,,,,,614,Country
2022,15,How Do You Love (with Lee Brice & Lindsay Ell),How Do You Love (with Lee Brice & Lindsay Ell),Cheat Codes,Lee Brice,Lindsay Ell,,,,615,Pop
2022,16,Not Sayin',Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,616,Pop
2022,17,Breaking Up Was Easy In The 90's,SOUTHSIDE,Sam Hunt,,,,,,617,Country
2022,18,What Could've Been - Acoustic,What Could've Been (Acoustic),Gone West,,,,,,618,Country
2022,19,Let It Be Love,Ocean,Lady A,,,,,,619,Country
2022,20,X's,Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,620,Pop
2022,21,Just Cause I Love You,Just Cause I Love You,Avery Anna,,,,,,621,Pop
2022,22,Delorean,Country Stuff The Album,Walker Hayes,,,,,,622,Country
2022,23,Slow Down,Canyons,Gone West,,,,,,623,Country
2022,24,It Goes Like This,It Goes Like This,Thomas Rhett,,,,,,624,Country
2022,25,Can't Miss You Anymore,Can't Miss You Anymore,Avery Anna,,,,,,625,Pop
2022,26,7500 OBO,Here On Earth,Tim McGraw,,,,,,626,Country
2022,27,I'm Never Getting Over You,Canyons,Gone West,,,,,,627,Country
2022,28,I Hate Phone Calls (Long Distance Sucks),Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,628,Pop
2022,29,When's It Gonna Happen,When's It Gonna Happen,Tenielle Townes,,,,,,629,Country
2022,30,Easy,Easy,Aidan Martin,,,,,,630,Pop
2022,31,Home Is Where The Heartbreak Is,Canyons,Gone West,,,,,,631,Country
2022,32,Tattoos,Chapter 1: Things We're Not Saying,Georgia Webster,,,,,,632,Pop
2022,33,Love Triangle,WildHorse,RaeLynn,,,,,,633,Country
2022,34,23,23,Sam Hunt,,,,,,634,Country
2022,35,Briefcase (feat. Lori McKenna),Country Stuff The Album,Walker Hayes,Lori McKenna,,,,,635,Country
2022,36,Risk (feat. Jonathan Hutcherson),Chapter 1: Things We're Not Saying,Georgia Webster,Jonathan Hutcherson,,,,,636,Pop
2022,37,body language of a breakup,heart theory,Lindsay Ell,,,,,,637,Country
2022,38,Confetti,Canyons,Gone West,,,,,,638,Country
2022,39,One Of Them Girls,Hey World,Lee Brice,,,,,,639,Country
2022,40,First Goodbye,First Goodbye,Georgia Webster,,,,,,640,Pop
