Index,Syllable,Character Slot 1,Character Slot 2,Character Slot 3
8473,촘,ㅊ,ㅗ,ㅁ
8474,촙,ㅊ,ㅗ,ㅂ
8475,촚,ㅊ,ㅗ,ㅄ
8476,촛,ㅊ,ㅗ,ㅅ
8477,촜,ㅊ,ㅗ,ㅆ
8478,총,ㅊ,ㅗ,ㅇ
8479,촞,ㅊ,ㅗ,ㅈ
8480,촟,ㅊ,ㅗ,ㅊ
8481,촠,ㅊ,ㅗ,ㅋ
8482,촡,ㅊ,ㅗ,ㅌ
8483,촢,ㅊ,ㅗ,ㅍ
8484,촣,ㅊ,ㅗ,ㅎ
8485,촤,ㅊ,ㅘ,
8486,촥,ㅊ,ㅘ,ㄱ
8487,촦,ㅊ,ㅘ,ㄲ
8488,촧,ㅊ,ㅘ,ㄳ
8489,촨,ㅊ,ㅘ,ㄴ
8490,촩,ㅊ,ㅘ,ㄵ
8491,촪,ㅊ,ㅘ,ㄶ
8492,촫,ㅊ,ㅘ,ㄷ
8493,촬,ㅊ,ㅘ,ㄹ
8494,촭,ㅊ,ㅘ,ㄺ
8495,촮,ㅊ,ㅘ,ㄻ
8496,촯,ㅊ,ㅘ,ㄼ
8497,촰,ㅊ,ㅘ,ㄽ
8498,촱,ㅊ,ㅘ,ㄾ
8499,촲,ㅊ,ㅘ,ㄿ
8500,촳,ㅊ,ㅘ,ㅀ
8501,촴,ㅊ,ㅘ,ㅁ
8502,촵,ㅊ,ㅘ,ㅂ
8503,촶,ㅊ,ㅘ,ㅄ
8504,촷,ㅊ,ㅘ,ㅅ
8505,촸,ㅊ,ㅘ,ㅆ
8506,촹,ㅊ,ㅘ,ㅇ
8507,촺,ㅊ,ㅘ,ㅈ
8508,촻,ㅊ,ㅘ,ㅊ
8509,촼,ㅊ,ㅘ,ㅋ
8510,촽,ㅊ,ㅘ,ㅌ
8511,촾,ㅊ,ㅘ,ㅍ
8512,촿,ㅊ,ㅘ,ㅎ
8513,쵀,ㅊ,ㅙ,
8514,쵁,ㅊ,ㅙ,ㄱ
8515,쵂,ㅊ,ㅙ,ㄲ
8516,쵃,ㅊ,ㅙ,ㄳ
8517,쵄,ㅊ,ㅙ,ㄴ
8518,쵅,ㅊ,ㅙ,ㄵ
8519,쵆,ㅊ,ㅙ,ㄶ
8520,쵇,ㅊ,ㅙ,ㄷ
8521,쵈,ㅊ,ㅙ,ㄹ
8522,쵉,ㅊ,ㅙ,ㄺ
8523,쵊,ㅊ,ㅙ,ㄻ
8524,쵋,ㅊ,ㅙ,ㄼ
8525,쵌,ㅊ,ㅙ,ㄽ
8526,쵍,ㅊ,ㅙ,ㄾ
8527,쵎,ㅊ,ㅙ,ㄿ
8528,쵏,ㅊ,ㅙ,ㅀ
8529,쵐,ㅊ,ㅙ,ㅁ
8530,쵑,ㅊ,ㅙ,ㅂ
8531,쵒,ㅊ,ㅙ,ㅄ
8532,쵓,ㅊ,ㅙ,ㅅ
8533,쵔,ㅊ,ㅙ,ㅆ
8534,쵕,ㅊ,ㅙ,ㅇ
8535,쵖,ㅊ,ㅙ,ㅈ
8536,쵗,ㅊ,ㅙ,ㅊ
8537,쵘,ㅊ,ㅙ,ㅋ
8538,쵙,ㅊ,ㅙ,ㅌ
8539,쵚,ㅊ,ㅙ,ㅍ
8540,쵛,ㅊ,ㅙ,ㅎ
8541,최,ㅊ,ㅚ,
8542,쵝,ㅊ,ㅚ,ㄱ
8543,쵞,ㅊ,ㅚ,ㄲ
8544,쵟,ㅊ,ㅚ,ㄳ
8545,쵠,ㅊ,ㅚ,ㄴ
8546,쵡,ㅊ,ㅚ,ㄵ
8547,쵢,ㅊ,ㅚ,ㄶ
8548,쵣,ㅊ,ㅚ,ㄷ
8549,쵤,ㅊ,ㅚ,ㄹ
8550,쵥,ㅊ,ㅚ,ㄺ
8551,쵦,ㅊ,ㅚ,ㄻ
8552,쵧,ㅊ,ㅚ,ㄼ
8553,쵨,ㅊ,ㅚ,ㄽ
8554,쵩,ㅊ,ㅚ,ㄾ
8555,쵪,ㅊ,ㅚ,ㄿ
8556,쵫,ㅊ,ㅚ,ㅀ
8557,쵬,ㅊ,ㅚ,ㅁ
8558,쵭,ㅊ,ㅚ,ㅂ
8559,쵮,ㅊ,ㅚ,ㅄ
8560,쵯,ㅊ,ㅚ,ㅅ
8561,쵰,ㅊ,ㅚ,ㅆ
8562,쵱,ㅊ,ㅚ,ㅇ
8563,쵲,ㅊ,ㅚ,ㅈ
8564,쵳,ㅊ,ㅚ,ㅊ
8565,쵴,ㅊ,ㅚ,ㅋ
8566,쵵,ㅊ,ㅚ,ㅌ
8567,쵶,ㅊ,ㅚ,ㅍ
8568,쵷,ㅊ,ㅚ,ㅎ
8569,쵸,ㅊ,ㅛ,
8570,쵹,ㅊ,ㅛ,ㄱ
8571,쵺,ㅊ,ㅛ,ㄲ
8572,쵻,ㅊ,ㅛ,ㄳ
8573,쵼,ㅊ,ㅛ,ㄴ
8574,쵽,ㅊ,ㅛ,ㄵ
8575,쵾,ㅊ,ㅛ,ㄶ
8576,쵿,ㅊ,ㅛ,ㄷ
8577,춀,ㅊ,ㅛ,ㄹ
8578,춁,ㅊ,ㅛ,ㄺ
8579,춂,ㅊ,ㅛ,ㄻ
8580,춃,ㅊ,ㅛ,ㄼ
8581,춄,ㅊ,ㅛ,ㄽ
8582,춅,ㅊ,ㅛ,ㄾ
8583,춆,ㅊ,ㅛ,ㄿ
8584,춇,ㅊ,ㅛ,ㅀ
8585,춈,ㅊ,ㅛ,ㅁ
8586,춉,ㅊ,ㅛ,ㅂ
8587,춊,ㅊ,ㅛ,ㅄ
8588,춋,ㅊ,ㅛ,ㅅ
8589,춌,ㅊ,ㅛ,ㅆ
8590,춍,ㅊ,ㅛ,ㅇ
8591,춎,ㅊ,ㅛ,ㅈ
8592,춏,ㅊ,ㅛ,ㅊ
8593,춐,ㅊ,ㅛ,ㅋ
8594,춑,ㅊ,ㅛ,ㅌ
8595,춒,ㅊ,ㅛ,ㅍ
8596,춓,ㅊ,ㅛ,ㅎ
8597,추,ㅊ,ㅜ,
8598,축,ㅊ,ㅜ,ㄱ
8599,춖,ㅊ,ㅜ,ㄲ
8600,춗,ㅊ,ㅜ,ㄳ
8601,춘,ㅊ,ㅜ,ㄴ
8602,춙,ㅊ,ㅜ,ㄵ
8603,춚,ㅊ,ㅜ,ㄶ
8604,춛,ㅊ,ㅜ,ㄷ
8605,출,ㅊ,ㅜ,ㄹ
8606,춝,ㅊ,ㅜ,ㄺ
8607,춞,ㅊ,ㅜ,ㄻ
8608,춟,ㅊ,ㅜ,ㄼ
8609,춠,ㅊ,ㅜ,ㄽ
8610,춡,ㅊ,ㅜ,ㄾ
8611,춢,ㅊ,ㅜ,ㄿ
8612,춣,ㅊ,ㅜ,ㅀ
8613,춤,ㅊ,ㅜ,ㅁ
8614,춥,ㅊ,ㅜ,ㅂ
8615,춦,ㅊ,ㅜ,ㅄ
8616,춧,ㅊ,ㅜ,ㅅ
8617,춨,ㅊ,ㅜ,ㅆ
8618,충,ㅊ,ㅜ,ㅇ
8619,춪,ㅊ,ㅜ,ㅈ
8620,춫,ㅊ,ㅜ,ㅊ
8621,춬,ㅊ,ㅜ,ㅋ
8622,춭,ㅊ,ㅜ,ㅌ
8623,춮,ㅊ,ㅜ,ㅍ
8624,춯,ㅊ,ㅜ,ㅎ
8625,춰,ㅊ,ㅝ,
8626,춱,ㅊ,ㅝ,ㄱ
8627,춲,ㅊ,ㅝ,ㄲ
8628,춳,ㅊ,ㅝ,ㄳ
8629,춴,ㅊ,ㅝ,ㄴ
8630,춵,ㅊ,ㅝ,ㄵ
8631,춶,ㅊ,ㅝ,ㄶ
8632,춷,ㅊ,ㅝ,ㄷ
8633,춸,ㅊ,ㅝ,ㄹ
8634,춹,ㅊ,ㅝ,ㄺ
8635,춺,ㅊ,ㅝ,ㄻ
8636,춻,ㅊ,ㅝ,ㄼ
8637,춼,ㅊ,ㅝ,ㄽ
8638,춽,ㅊ,ㅝ,ㄾ
8639,춾,ㅊ,ㅝ,ㄿ
8640,춿,ㅊ,ㅝ,ㅀ
8641,췀,ㅊ,ㅝ,ㅁ
8642,췁,ㅊ,ㅝ,ㅂ
8643,췂,ㅊ,ㅝ,ㅄ
8644,췃,ㅊ,ㅝ,ㅅ
8645,췄,ㅊ,ㅝ,ㅆ
8646,췅,ㅊ,ㅝ,ㅇ
8647,췆,ㅊ,ㅝ,ㅈ
8648,췇,ㅊ,ㅝ,ㅊ
8649,췈,ㅊ,ㅝ,ㅋ
8650,췉,ㅊ,ㅝ,ㅌ
8651,췊,ㅊ,ㅝ,ㅍ
8652,췋,ㅊ,ㅝ,ㅎ
8653,췌,ㅊ,ㅞ,
8654,췍,ㅊ,ㅞ,ㄱ
8655,췎,ㅊ,ㅞ,ㄲ
8656,췏,ㅊ,ㅞ,ㄳ
8657,췐,ㅊ,ㅞ,ㄴ
8658,췑,ㅊ,ㅞ,ㄵ
8659,췒,ㅊ,ㅞ,ㄶ
8660,췓,ㅊ,ㅞ,ㄷ
8661,췔,ㅊ,ㅞ,ㄹ
8662,췕,ㅊ,ㅞ,ㄺ
8663,췖,ㅊ,ㅞ,ㄻ
8664,췗,ㅊ,ㅞ,ㄼ
8665,췘,ㅊ,ㅞ,ㄽ
8666,췙,ㅊ,ㅞ,ㄾ
8667,췚,ㅊ,ㅞ,ㄿ
8668,췛,ㅊ,ㅞ,ㅀ
8669,췜,ㅊ,ㅞ,ㅁ
8670,췝,ㅊ,ㅞ,ㅂ
8671,췞,ㅊ,ㅞ,ㅄ
8672,췟,ㅊ,ㅞ,ㅅ
8673,췠,ㅊ,ㅞ,ㅆ
8674,췡,ㅊ,ㅞ,ㅇ
8675,췢,ㅊ,ㅞ,ㅈ
8676,췣,ㅊ,ㅞ,ㅊ
8677,췤,ㅊ,ㅞ,ㅋ
8678,췥,ㅊ,ㅞ,ㅌ
8679,췦,ㅊ,ㅞ,ㅍ
8680,췧,ㅊ,ㅞ,ㅎ
8681,취,ㅊ,ㅟ,
8682,췩,ㅊ,ㅟ,ㄱ
8683,췪,ㅊ,ㅟ,ㄲ
8684,췫,ㅊ,ㅟ,ㄳ
8685,췬,ㅊ,ㅟ,ㄴ
8686,췭,ㅊ,ㅟ,ㄵ
8687,췮,ㅊ,ㅟ,ㄶ
8688,췯,ㅊ,ㅟ,ㄷ
8689,췰,ㅊ,ㅟ,ㄹ
8690,췱,ㅊ,ㅟ,ㄺ
8691,췲,ㅊ,ㅟ,ㄻ
8692,췳,ㅊ,ㅟ,ㄼ
8693,췴,ㅊ,ㅟ,ㄽ
8694,췵,ㅊ,ㅟ,ㄾ
8695,췶,ㅊ,ㅟ,ㄿ
8696,췷,ㅊ,ㅟ,ㅀ
8697,췸,ㅊ,ㅟ,ㅁ
8698,췹,ㅊ,ㅟ,ㅂ
8699,췺,ㅊ,ㅟ,ㅄ
8700,췻,ㅊ,ㅟ,ㅅ
8701,췼,ㅊ,ㅟ,ㅆ
8702,췽,ㅊ,ㅟ,ㅇ
8703,췾,ㅊ,ㅟ,ㅈ
8704,췿,ㅊ,ㅟ,ㅊ
8705,츀,ㅊ,ㅟ,ㅋ
8706,츁,ㅊ,ㅟ,ㅌ
8707,츂,ㅊ,ㅟ,ㅍ
8708,츃,ㅊ,ㅟ,ㅎ
8709,츄,ㅊ,ㅠ,
8710,츅,ㅊ,ㅠ,ㄱ
8711,츆,ㅊ,ㅠ,ㄲ
8712,츇,ㅊ,ㅠ,ㄳ
8713,츈,ㅊ,ㅠ,ㄴ
8714,츉,ㅊ,ㅠ,ㄵ
8715,츊,ㅊ,ㅠ,ㄶ
8716,츋,ㅊ,ㅠ,ㄷ
8717,츌,ㅊ,ㅠ,ㄹ
8718,츍,ㅊ,ㅠ,ㄺ
8719,츎,ㅊ,ㅠ,ㄻ
8720,츏,ㅊ,ㅠ,ㄼ
8721,츐,ㅊ,ㅠ,ㄽ
8722,츑,ㅊ,ㅠ,ㄾ
8723,츒,ㅊ,ㅠ,ㄿ
8724,츓,ㅊ,ㅠ,ㅀ
8725,츔,ㅊ,ㅠ,ㅁ
8726,츕,ㅊ,ㅠ,ㅂ
8727,츖,ㅊ,ㅠ,ㅄ
8728,츗,ㅊ,ㅠ,ㅅ
8729,츘,ㅊ,ㅠ,ㅆ
8730,츙,ㅊ,ㅠ,ㅇ
8731,츚,ㅊ,ㅠ,ㅈ
8732,츛,ㅊ,ㅠ,ㅊ
8733,츜,ㅊ,ㅠ,ㅋ
8734,츝,ㅊ,ㅠ,ㅌ
8735,츞,ㅊ,ㅠ,ㅍ
8736,츟,ㅊ,ㅠ,ㅎ
8737,츠,ㅊ,ㅡ,
8738,측,ㅊ,ㅡ,ㄱ
8739,츢,ㅊ,ㅡ,ㄲ
8740,츣,ㅊ,ㅡ,ㄳ
8741,츤,ㅊ,ㅡ,ㄴ
8742,츥,ㅊ,ㅡ,ㄵ
8743,츦,ㅊ,ㅡ,ㄶ
8744,츧,ㅊ,ㅡ,ㄷ
8745,츨,ㅊ,ㅡ,ㄹ
8746,츩,ㅊ,ㅡ,ㄺ
8747,츪,ㅊ,ㅡ,ㄻ
8748,츫,ㅊ,ㅡ,ㄼ
8749,츬,ㅊ,ㅡ,ㄽ
8750,츭,ㅊ,ㅡ,ㄾ
8751,츮,ㅊ,ㅡ,ㄿ
8752,츯,ㅊ,ㅡ,ㅀ
8753,츰,ㅊ,ㅡ,ㅁ
8754,츱,ㅊ,ㅡ,ㅂ
8755,츲,ㅊ,ㅡ,ㅄ
8756,츳,ㅊ,ㅡ,ㅅ
8757,츴,ㅊ,ㅡ,ㅆ
8758,층,ㅊ,ㅡ,ㅇ
8759,츶,ㅊ,ㅡ,ㅈ
8760,츷,ㅊ,ㅡ,ㅊ
8761,츸,ㅊ,ㅡ,ㅋ
8762,츹,ㅊ,ㅡ,ㅌ
8763,츺,ㅊ,ㅡ,ㅍ
8764,츻,ㅊ,ㅡ,ㅎ
8765,츼,ㅊ,ㅢ,
8766,츽,ㅊ,ㅢ,ㄱ
8767,츾,ㅊ,ㅢ,ㄲ
8768,츿,ㅊ,ㅢ,ㄳ
8769,칀,ㅊ,ㅢ,ㄴ
8770,칁,ㅊ,ㅢ,ㄵ
8771,칂,ㅊ,ㅢ,ㄶ
8772,칃,ㅊ,ㅢ,ㄷ
8773,칄,ㅊ,ㅢ,ㄹ
8774,칅,ㅊ,ㅢ,ㄺ
8775,칆,ㅊ,ㅢ,ㄻ
8776,칇,ㅊ,ㅢ,ㄼ
8777,칈,ㅊ,ㅢ,ㄽ
8778,칉,ㅊ,ㅢ,ㄾ
8779,칊,ㅊ,ㅢ,ㄿ
8780,칋,ㅊ,ㅢ,ㅀ
8781,칌,ㅊ,ㅢ,ㅁ
8782,칍,ㅊ,ㅢ,ㅂ
8783,칎,ㅊ,ㅢ,ㅄ
8784,칏,ㅊ,ㅢ,ㅅ
8785,칐,ㅊ,ㅢ,ㅆ
8786,칑,ㅊ,ㅢ,ㅇ
8787,칒,ㅊ,ㅢ,ㅈ
8788,칓,ㅊ,ㅢ,ㅊ
8789,칔,ㅊ,ㅢ,ㅋ
8790,칕,ㅊ,ㅢ,ㅌ
8791,칖,ㅊ,ㅢ,ㅍ
8792,칗,ㅊ,ㅢ,ㅎ
8793,치,ㅊ,ㅣ,
8794,칙,ㅊ,ㅣ,ㄱ
8795,칚,ㅊ,ㅣ,ㄲ
8796,칛,ㅊ,ㅣ,ㄳ
8797,친,ㅊ,ㅣ,ㄴ
8798,칝,ㅊ,ㅣ,ㄵ
8799,칞,ㅊ,ㅣ,ㄶ
8800,칟,ㅊ,ㅣ,ㄷ
8801,칠,ㅊ,ㅣ,ㄹ
8802,칡,ㅊ,ㅣ,ㄺ
8803,칢,ㅊ,ㅣ,ㄻ
8804,칣,ㅊ,ㅣ,ㄼ
8805,칤,ㅊ,ㅣ,ㄽ
8806,칥,ㅊ,ㅣ,ㄾ
8807,칦,ㅊ,ㅣ,ㄿ
8808,칧,ㅊ,ㅣ,ㅀ
8809,침,ㅊ,ㅣ,ㅁ
8810,칩,ㅊ,ㅣ,ㅂ
8811,칪,ㅊ,ㅣ,ㅄ
8812,칫,ㅊ,ㅣ,ㅅ
8813,칬,ㅊ,ㅣ,ㅆ
8814,칭,ㅊ,ㅣ,ㅇ
8815,칮,ㅊ,ㅣ,ㅈ
8816,칯,ㅊ,ㅣ,ㅊ
8817,칰,ㅊ,ㅣ,ㅋ
8818,칱,ㅊ,ㅣ,ㅌ
8819,칲,ㅊ,ㅣ,ㅍ
8820,칳,ㅊ,ㅣ,ㅎ
8821,카,ㅋ,ㅏ,
8822,칵,ㅋ,ㅏ,ㄱ
8823,칶,ㅋ,ㅏ,ㄲ
8824,칷,ㅋ,ㅏ,ㄳ
8825,칸,ㅋ,ㅏ,ㄴ
8826,칹,ㅋ,ㅏ,ㄵ
8827,칺,ㅋ,ㅏ,ㄶ
8828,칻,ㅋ,ㅏ,ㄷ
8829,칼,ㅋ,ㅏ,ㄹ
8830,칽,ㅋ,ㅏ,ㄺ
8831,칾,ㅋ,ㅏ,ㄻ
8832,칿,ㅋ,ㅏ,ㄼ
8833,캀,ㅋ,ㅏ,ㄽ
8834,캁,ㅋ,ㅏ,ㄾ
8835,캂,ㅋ,ㅏ,ㄿ
8836,캃,ㅋ,ㅏ,ㅀ
8837,캄,ㅋ,ㅏ,ㅁ
8838,캅,ㅋ,ㅏ,ㅂ
8839,캆,ㅋ,ㅏ,ㅄ
8840,캇,ㅋ,ㅏ,ㅅ
8841,캈,ㅋ,ㅏ,ㅆ
8842,캉,ㅋ,ㅏ,ㅇ
8843,캊,ㅋ,ㅏ,ㅈ
8844,캋,ㅋ,ㅏ,ㅊ
8845,캌,ㅋ,ㅏ,ㅋ
8846,캍,ㅋ,ㅏ,ㅌ
8847,캎,ㅋ,ㅏ,ㅍ
8848,캏,ㅋ,ㅏ,ㅎ
8849,캐,ㅋ,ㅐ,
8850,캑,ㅋ,ㅐ,ㄱ
8851,캒,ㅋ,ㅐ,ㄲ
8852,캓,ㅋ,ㅐ,ㄳ
8853,캔,ㅋ,ㅐ,ㄴ
8854,캕,ㅋ,ㅐ,ㄵ
8855,캖,ㅋ,ㅐ,ㄶ
8856,캗,ㅋ,ㅐ,ㄷ
8857,캘,ㅋ,ㅐ,ㄹ
8858,캙,ㅋ,ㅐ,ㄺ
8859,캚,ㅋ,ㅐ,ㄻ
8860,캛,ㅋ,ㅐ,ㄼ
8861,캜,ㅋ,ㅐ,ㄽ
8862,캝,ㅋ,ㅐ,ㄾ
8863,캞,ㅋ,ㅐ,ㄿ
8864,캟,ㅋ,ㅐ,ㅀ
8865,캠,ㅋ,ㅐ,ㅁ
8866,캡,ㅋ,ㅐ,ㅂ
8867,캢,ㅋ,ㅐ,ㅄ
8868,캣,ㅋ,ㅐ,ㅅ
8869,캤,ㅋ,ㅐ,ㅆ
8870,캥,ㅋ,ㅐ,ㅇ
8871,캦,ㅋ,ㅐ,ㅈ
8872,캧,ㅋ,ㅐ,ㅊ
8873,캨,ㅋ,ㅐ,ㅋ
8874,캩,ㅋ,ㅐ,ㅌ
8875,캪,ㅋ,ㅐ,ㅍ
8876,캫,ㅋ,ㅐ,ㅎ
8877,캬,ㅋ,ㅑ,
8878,캭,ㅋ,ㅑ,ㄱ
8879,캮,ㅋ,ㅑ,ㄲ
8880,캯,ㅋ,ㅑ,ㄳ
8881,캰,ㅋ,ㅑ,ㄴ
8882,캱,ㅋ,ㅑ,ㄵ
8883,캲,ㅋ,ㅑ,ㄶ
8884,캳,ㅋ,ㅑ,ㄷ
8885,캴,ㅋ,ㅑ,ㄹ
8886,캵,ㅋ,ㅑ,ㄺ
8887,캶,ㅋ,ㅑ,ㄻ
8888,캷,ㅋ,ㅑ,ㄼ
8889,캸,ㅋ,ㅑ,ㄽ
8890,캹,ㅋ,ㅑ,ㄾ
8891,캺,ㅋ,ㅑ,ㄿ
8892,캻,ㅋ,ㅑ,ㅀ
8893,캼,ㅋ,ㅑ,ㅁ
8894,캽,ㅋ,ㅑ,ㅂ
8895,캾,ㅋ,ㅑ,ㅄ
8896,캿,ㅋ,ㅑ,ㅅ
8897,컀,ㅋ,ㅑ,ㅆ
8898,컁,ㅋ,ㅑ,ㅇ
8899,컂,ㅋ,ㅑ,ㅈ
8900,컃,ㅋ,ㅑ,ㅊ
8901,컄,ㅋ,ㅑ,ㅋ
8902,컅,ㅋ,ㅑ,ㅌ
8903,컆,ㅋ,ㅑ,ㅍ
8904,컇,ㅋ,ㅑ,ㅎ
8905,컈,ㅋ,ㅒ,
8906,컉,ㅋ,ㅒ,ㄱ
8907,컊,ㅋ,ㅒ,ㄲ
8908,컋,ㅋ,ㅒ,ㄳ
8909,컌,ㅋ,ㅒ,ㄴ
8910,컍,ㅋ,ㅒ,ㄵ
8911,컎,ㅋ,ㅒ,ㄶ
8912,컏,ㅋ,ㅒ,ㄷ
8913,컐,ㅋ,ㅒ,ㄹ
8914,컑,ㅋ,ㅒ,ㄺ
8915,컒,ㅋ,ㅒ,ㄻ
8916,컓,ㅋ,ㅒ,ㄼ
8917,컔,ㅋ,ㅒ,ㄽ
8918,컕,ㅋ,ㅒ,ㄾ
8919,컖,ㅋ,ㅒ,ㄿ
8920,컗,ㅋ,ㅒ,ㅀ
8921,컘,ㅋ,ㅒ,ㅁ
8922,컙,ㅋ,ㅒ,ㅂ
8923,컚,ㅋ,ㅒ,ㅄ
8924,컛,ㅋ,ㅒ,ㅅ
8925,컜,ㅋ,ㅒ,ㅆ
8926,컝,ㅋ,ㅒ,ㅇ
8927,컞,ㅋ,ㅒ,ㅈ
8928,컟,ㅋ,ㅒ,ㅊ
8929,컠,ㅋ,ㅒ,ㅋ
8930,컡,ㅋ,ㅒ,ㅌ
8931,컢,ㅋ,ㅒ,ㅍ
8932,컣,ㅋ,ㅒ,ㅎ
8933,커,ㅋ,ㅓ,
8934,컥,ㅋ,ㅓ,ㄱ
8935,컦,ㅋ,ㅓ,ㄲ
8936,컧,ㅋ,ㅓ,ㄳ
8937,컨,ㅋ,ㅓ,ㄴ
8938,컩,ㅋ,ㅓ,ㄵ
8939,컪,ㅋ,ㅓ,ㄶ
8940,컫,ㅋ,ㅓ,ㄷ
8941,컬,ㅋ,ㅓ,ㄹ
8942,컭,ㅋ,ㅓ,ㄺ
8943,컮,ㅋ,ㅓ,ㄻ
8944,컯,ㅋ,ㅓ,ㄼ
8945,컰,ㅋ,ㅓ,ㄽ
8946,컱,ㅋ,ㅓ,ㄾ
8947,컲,ㅋ,ㅓ,ㄿ
8948,컳,ㅋ,ㅓ,ㅀ
8949,컴,ㅋ,ㅓ,ㅁ
8950,컵,ㅋ,ㅓ,ㅂ
8951,컶,ㅋ,ㅓ,ㅄ
8952,컷,ㅋ,ㅓ,ㅅ
8953,컸,ㅋ,ㅓ,ㅆ
8954,컹,ㅋ,ㅓ,ㅇ
8955,컺,ㅋ,ㅓ,ㅈ
8956,컻,ㅋ,ㅓ,ㅊ
8957,컼,ㅋ,ㅓ,ㅋ
8958,컽,ㅋ,ㅓ,ㅌ
8959,컾,ㅋ,ㅓ,ㅍ
8960,컿,ㅋ,ㅓ,ㅎ
8961,케,ㅋ,ㅔ,
8962,켁,ㅋ,ㅔ,ㄱ
8963,켂,ㅋ,ㅔ,ㄲ
8964,켃,ㅋ,ㅔ,ㄳ
8965,켄,ㅋ,ㅔ,ㄴ
8966,켅,ㅋ,ㅔ,ㄵ
8967,켆,ㅋ,ㅔ,ㄶ
8968,켇,ㅋ,ㅔ,ㄷ
8969,켈,ㅋ,ㅔ,ㄹ
8970,켉,ㅋ,ㅔ,ㄺ
8971,켊,ㅋ,ㅔ,ㄻ
8972,켋,ㅋ,ㅔ,ㄼ
8973,켌,ㅋ,ㅔ,ㄽ
8974,켍,ㅋ,ㅔ,ㄾ
8975,켎,ㅋ,ㅔ,ㄿ
8976,켏,ㅋ,ㅔ,ㅀ
8977,켐,ㅋ,ㅔ,ㅁ
8978,켑,ㅋ,ㅔ,ㅂ
8979,켒,ㅋ,ㅔ,ㅄ
8980,켓,ㅋ,ㅔ,ㅅ
8981,켔,ㅋ,ㅔ,ㅆ
8982,켕,ㅋ,ㅔ,ㅇ
8983,켖,ㅋ,ㅔ,ㅈ
8984,켗,ㅋ,ㅔ,ㅊ
8985,켘,ㅋ,ㅔ,ㅋ
8986,켙,ㅋ,ㅔ,ㅌ
8987,켚,ㅋ,ㅔ,ㅍ
8988,켛,ㅋ,ㅔ,ㅎ
8989,켜,ㅋ,ㅕ,
8990,켝,ㅋ,ㅕ,ㄱ
8991,켞,ㅋ,ㅕ,ㄲ
8992,켟,ㅋ,ㅕ,ㄳ
8993,켠,ㅋ,ㅕ,ㄴ
8994,켡,ㅋ,ㅕ,ㄵ
8995,켢,ㅋ,ㅕ,ㄶ
8996,켣,ㅋ,ㅕ,ㄷ
8997,켤,ㅋ,ㅕ,ㄹ
8998,켥,ㅋ,ㅕ,ㄺ
8999,켦,ㅋ,ㅕ,ㄻ
9000,켧,ㅋ,ㅕ,ㄼ
9001,켨,ㅋ,ㅕ,ㄽ
9002,켩,ㅋ,ㅕ,ㄾ
9003,켪,ㅋ,ㅕ,ㄿ
9004,켫,ㅋ,ㅕ,ㅀ
9005,켬,ㅋ,ㅕ,ㅁ
9006,켭,ㅋ,ㅕ,ㅂ
9007,켮,ㅋ,ㅕ,ㅄ
9008,켯,ㅋ,ㅕ,ㅅ
9009,켰,ㅋ,ㅕ,ㅆ
9010,켱,ㅋ,ㅕ,ㅇ
9011,켲,ㅋ,ㅕ,ㅈ
9012,켳,ㅋ,ㅕ,ㅊ
9013,켴,ㅋ,ㅕ,ㅋ
9014,켵,ㅋ,ㅕ,ㅌ
9015,켶,ㅋ,ㅕ,ㅍ
9016,켷,ㅋ,ㅕ,ㅎ
9017,켸,ㅋ,ㅖ,
9018,켹,ㅋ,ㅖ,ㄱ
9019,켺,ㅋ,ㅖ,ㄲ
9020,켻,ㅋ,ㅖ,ㄳ
9021,켼,ㅋ,ㅖ,ㄴ
9022,켽,ㅋ,ㅖ,ㄵ
9023,켾,ㅋ,ㅖ,ㄶ
9024,켿,ㅋ,ㅖ,ㄷ
9025,콀,ㅋ,ㅖ,ㄹ
9026,콁,ㅋ,ㅖ,ㄺ
9027,콂,ㅋ,ㅖ,ㄻ
9028,콃,ㅋ,ㅖ,ㄼ
9029,콄,ㅋ,ㅖ,ㄽ
9030,콅,ㅋ,ㅖ,ㄾ
9031,콆,ㅋ,ㅖ,ㄿ
9032,콇,ㅋ,ㅖ,ㅀ
9033,콈,ㅋ,ㅖ,ㅁ
9034,콉,ㅋ,ㅖ,ㅂ
9035,콊,ㅋ,ㅖ,ㅄ
9036,콋,ㅋ,ㅖ,ㅅ
9037,콌,ㅋ,ㅖ,ㅆ
9038,콍,ㅋ,ㅖ,ㅇ
9039,콎,ㅋ,ㅖ,ㅈ
9040,콏,ㅋ,ㅖ,ㅊ
9041,콐,ㅋ,ㅖ,ㅋ
9042,콑,ㅋ,ㅖ,ㅌ
9043,콒,ㅋ,ㅖ,ㅍ
9044,콓,ㅋ,ㅖ,ㅎ
9045,코,ㅋ,ㅗ,
9046,콕,ㅋ,ㅗ,ㄱ
9047,콖,ㅋ,ㅗ,ㄲ
9048,콗,ㅋ,ㅗ,ㄳ
9049,콘,ㅋ,ㅗ,ㄴ
9050,콙,ㅋ,ㅗ,ㄵ
9051,콚,ㅋ,ㅗ,ㄶ
9052,콛,ㅋ,ㅗ,ㄷ
9053,콜,ㅋ,ㅗ,ㄹ
9054,콝,ㅋ,ㅗ,ㄺ
9055,콞,ㅋ,ㅗ,ㄻ
9056,콟,ㅋ,ㅗ,ㄼ
